T1 New,T2 New,T3 New,T4 New,T5 New,T6 New,T7 New,T8 New,T9 New,T10 New,T11 New,T12 New,T13 New,T14 New,T15 New,T16 New,T17 New,T18 New,T19 New,T20 New,T21 New,T22 New,T23 New,T24 New,T25 New,T26 New,T27 New,T28 New,T29 New,T30 New,T31 New,T32 New
-0.09289556783601272,0.1094695236264871,-0.23343881054327908,0.5880538361748859,-0.12723096328080963,0.5000236893067753,-0.28925196946570797,0.3676434998163691,-0.1650204548903691,0.3204839853943928,-0.32211908133837874,0.42768751265006255,-0.1300294565032143,0.5279003458287428,-0.3426726467667043,0.34590249514447957,-0.3222417356471342,0.5473196018296518,-0.6146456238051354,0.6426624923194337,-0.10626524299111251,0.43342823095685756,-0.44304171594302655,0.5846195112112416,-0.28384239525918,0.48221890222609876,-1.0,0.6036958072576375,-0.6253665282781589,0.8038527611015505,-0.9693531624545659,1.0
-0.5592252156315272,0.4170501691802839,-0.5338729552431216,0.26172804000217953,-0.2804513708472631,-0.012318786638896961,-0.03669346721384348,0.2624147469163953,-0.2574295453236939,0.19940890678461431,-0.4051541785034889,0.3778897213404939,-0.8050934849297909,0.43454901101761045,-0.6638003660612763,0.055971597207352675,-0.2590949622733072,0.3710673140241958,-0.662944633531241,0.45788937520903805,-0.22673094592074794,1.0,-1.0,0.46419013074511684,-0.6038564050541742,0.24186614648667226,-0.5711299340868423,0.717159797942938,-0.7997806690625903,0.45436711439224675,-0.7538579215841607,0.5832453012489547
-0.11590444011153234,0.6368470867453915,-0.19470295504912272,0.24532509084533505,-0.4470479350127857,0.35585640402042973,-0.1846891226888011,0.11355404234093003,0.012124940191043265,0.6969289459663668,-0.11449727130555776,0.7277027497918698,-0.3934400953050661,0.7515763424858182,-0.01712071241987445,0.7489078582611148,0.036466855135495635,0.3968419505205667,-0.4871716751378673,0.4237407669165636,-0.3800384513627756,0.5594326123135143,-0.3386227443111436,0.3295526092539065,-0.2443575709554766,0.7875941729274245,-0.4931104289794529,0.8022359798531329,-1.0,1.0,-0.26249647845458834,0.721159599842151
-0.23526008296286938,0.4432594836744743,-0.0028254569423203924,1.0,-0.29439989444846437,0.054768109473472215,-0.9981704313536559,0.8988026167288263,-0.39838752689819357,0.6169359504416303,-0.3100176361435857,0.35516329668850966,-0.34974170677621097,0.8877039178414659,-0.5571445299000685,0.6576026950819136,-0.7357428518290164,0.3381076895662871,-0.3744575919153279,0.7555064193385028,-0.7769356208508335,0.4349815419536971,-1.0,0.4445814792267535,-0.4247975651059497,0.6329007067223125,-0.6826942403678118,0.6245398028922096,-0.8216097549570751,0.9375449060719974,-0.7158042653100758,0.8857842690322042
-0.27273095877842424,0.20256461648419433,-0.03872127009222104,0.11344331501934724,-0.5014050583970144,-0.01667602965779158,-0.2978453598443913,0.1892134559686811,-0.549445820807194,0.3718877911280909,-0.7575091580275444,0.3460660100995341,-0.23252940232819852,0.14921451886159787,-0.6053017626507715,0.5263861723071861,-0.3624266689783938,0.2355913929608171,-0.9265609849179361,0.5904392045651254,-0.7649292936059031,0.8675256099530253,-1.0,0.697234862499212,-0.4351519505355629,0.39548787828204923,-0.8029892942111019,0.4325255163853876,-0.725693337198803,1.0,-0.7347121330827406,0.15194843459157914
-0.4529473234728256,0.8120521945134189,-0.154000524709895,0.05899258194069312,-0.2613511973736471,0.5731095965556401,0.12561402629061336,0.5926529086994379,0.03277184747616002,0.2171131499212966,-1.0,0.30268551814130373,-0.06033745790278644,0.7104722519389284,-0.5128266658656331,0.34900854668531767,-0.3857862906112831,0.9780223412693154,-0.35925697839702453,1.0,-0.46927315181463714,0.8037442130483015,-0.7680565486053957,0.7781594616160707,-0.4107910644037085,0.6598429161295674,-0.3256432627083786,0.6818566918944311,-0.26396797902860103,0.9867651794871153,-0.788019082842719,0.6615636076308353
-0.010949882486385953,0.32130690153471275,-0.14316000657410555,0.41124770956325185,-0.04280311998538289,0.4553464017997966,0.13633317475494966,0.49475638578827463,-0.5435952770984092,0.11499475033032969,-0.20849643412621321,0.8409241126053131,-0.48483272133331246,0.20106721192761934,-0.30644161133849945,0.6920948458837881,-0.043898690042666444,0.2848357133446411,-0.2816776117725185,0.48333467218765525,-0.43386098067095025,0.8244692238120916,-0.8888025823821661,0.9648587724849194,-1.0,0.15841362444829787,-0.43998254642047974,0.5758705403966506,-0.39303128676172905,1.0,-0.6460218619791579,0.8448237513006382
-0.6417628471182912,0.13926919758752776,-0.5928306957629723,0.20898571168757396,-0.4347750560243224,0.3546859950801111,0.017330649975353607,0.23471274061480152,-0.11127288517682787,0.007952809034014185,-0.20343321461270802,0.35490518536139515,-0.48563479370696416,0.50040913314442,-0.19574574210443074,0.5120877214827435,-0.16953522148455502,0.33878067792620636,-0.7083365609405863,0.5165137460347113,-0.6230919391824983,0.38556852763759886,-1.0,1.0,-0.8838752759372797,0.6895339322423206,-0.5591238747927745,0.9487052495207062,-0.6309279839628701,0.8173758766276606,-0.4249819218775843,0.7113731189440344
-0.19255371240090036,-0.01624701236754622,-0.3908017951833581,0.41192372129902766,-0.18579967669245578,0.34829407982307825,-0.8662976010982253,0.09975174869672476,-0.9675460536109285,0.34013926246122694,-0.4404411911571977,0.4359141955619965,-0.33645876260394747,0.6778092840932013,-0.3335337024957604,0.29488961876848796,-0.5456700145318218,0.4013290333037898,-0.6203518432939701,0.15629918455789094,-1.0,0.7538007220535348,-0.8918085087647298,0.475960946270797,-0.6510747257795896,0.29625402611411555,-0.9352184134877821,0.6056046468592837,-0.7041367143226798,0.4586390129698732,-0.8240892497389649,1.0
-0.29007599495318503,0.6856833234662636,-0.22956126746354533,0.15219231164291802,-0.34695060096219754,0.19985403559806114,-0.3725341412408928,0.41322808861702853,-1.0,0.21735284120144738,-0.3036110529764102,0.21452184423828768,-0.06390161757497281,0.7873388278740849,-0.3531588250626184,0.2876193683530306,-0.1020206664671216,0.5814081963770599,-0.28820253616285607,0.6997150986508003,-0.9709122822725386,0.515172032800632,-0.8979058443474618,0.7322367937874994,-0.5973453028813192,0.5376828419165485,-0.7583468879714113,0.6913775177351624,-0.49348507376852013,1.0,-0.582345883565432,0.4994944511977899
