T1 New,T2 New,T3 New,T4 New,T5 New,T6 New,T7 New,T8 New,T9 New,T10 New,T11 New,T12 New,T13 New,T14 New,T15 New,T16 New,T17 New,T18 New,T19 New,T20 New,T21 New,T22 New,T23 New,T24 New,T25 New,T26 New,T27 New,T28 New,T29 New,T30 New,T31 New,T32 New
0.24056260130284324,0.08711771875939056,-0.27057628643105824,-0.8283997081616721,-0.26787205302150074,-0.04542433446302696,0.11603486303452826,0.07979230463121079,-0.6535703896643236,1.0,0.08351245717961864,0.8652001196324866,-0.6240124157772584,0.1836520242492201,-0.2345600578210436,-0.3207131315534143,-0.24187945126776345,-0.18227599691489416,-0.28758917327940614,-0.3089101427902605,0.5711648427870191,-0.8459583827522302,-0.983567189492705,0.2687668266342327,-0.6742290656156049,-0.18500342507950973,-0.17603385594983434,-0.5795390034598515,-0.7388812622551763,-1.0,-0.2944574802071087,-0.2204520588535741
-0.5218091075092177,-0.5514046791902633,-0.0997600255867157,0.33182025426825534,1.0,0.18942390744151427,0.6232096273316534,-0.32340240959284494,-0.8209731440724015,-0.1682828096581639,0.3706860228703739,-0.44597565182299237,-0.6113649384044448,-0.45179533465488086,-0.43090649789866386,-1.0,-0.015767369376092466,-0.9445262382520023,-0.12349101224041392,0.002611200264987845,0.052422572633542774,-0.45064948512019465,-0.5657047915671084,-0.4702770552913812,-0.2966126318632827,-0.5466907966275729,0.2986241400825502,-0.6167634610884942,-0.17282751414761044,-0.6439985559098343,0.055827984570714584,-0.1791413885298393
-0.3535428165645502,0.04096220529102457,0.49591785455750514,-0.06671385253529027,-0.13065171949992416,-0.8708054698960048,0.10959793102708071,-0.21729220282257022,0.30304674262507914,-0.43228459953178244,0.0019910627877366416,-0.034837269201377974,-0.19301713399038167,-0.0976719091285756,0.0385786206819112,-0.2662115825539334,0.1243238106419855,-0.49351978857057577,-0.10628586881432767,0.18127974966328142,-0.09673109708927696,-0.0192280714590638,-0.615176901852478,0.34114811771936826,-1.0,-0.3734961452997503,-0.6101427122105608,-0.49917451467743557,1.0,0.16968175516268924,-0.5967254293285222,-0.1439020202489908
-0.4675997857283346,-0.5623615553279657,-0.13495005018759854,0.43364250425964035,-0.029998130311547744,0.06481548066591292,0.4645422777858774,-0.3796610553801436,0.2103424903973783,-0.04052775751084581,-0.14292377132953205,0.1507631324644576,-0.3514475837524874,0.4053808079023644,-0.30757100756406985,-0.13698241363911712,-0.226554194910094,0.09926771200900819,0.6350950185802648,-1.0,0.46273666321013684,0.595931678012664,-0.3146128456324073,0.5434027502324164,1.0,-0.19701322215192607,0.0778735014393146,-0.05854401965893552,0.43110877504222,-0.44247546857446973,-0.4862799410215686,-0.04081626672777472
0.43679367223214327,0.48798256425247266,-0.061344344292235675,0.021930514159833825,0.14889597270154176,-0.756313936247347,0.2247920550216138,-0.9179754916645719,0.4084469339321495,0.7063498710066851,-1.0,0.6765066293329962,-0.40364053947691125,1.0,-0.42950792727333775,0.035989778273755935,-0.13597923434329495,-0.5769895294328772,0.11544615472462771,0.34132993159200553,-0.47351108598774294,0.3942014979221815,0.27832700135099797,0.8703830476029879,0.7389807635095853,-0.4153920124161251,0.6033119555711743,-0.9603070111893077,0.762985858745787,0.037281411779800155,-0.0820169647216813,-0.03010864732298657
-0.12386746820284666,0.26942107754716704,-0.1577947904085274,0.8034287738817327,-0.059134726857167697,-0.777202367427,1.0,0.29247689486418316,0.41292139185813315,0.17642114051699997,-0.29509251767652644,0.6805134580039078,0.9694760643666198,0.20404608543638636,-0.30462876853876075,0.9527505906768305,0.6885301580636061,0.9415409465263342,0.48298978957740046,-0.06907558483470477,-0.009976293731626673,-0.3833508679957426,0.07442637265211882,-0.3924567898830523,-0.06741275594807494,0.2324711158806736,0.33147695957516077,-0.2589360655030162,0.6751121696863889,-1.0,-0.21073214232952298,0.8145447501824028
0.009289250200033017,-0.19833662909845795,0.43635276684609625,0.5948931030481861,0.16558314393102402,-0.16028051893611628,1.0,-0.6325577242439739,0.7345200022843956,-1.0,0.32571435450455843,-0.4111923893492756,-0.5089684676005463,-0.38948429866435463,0.5851014655413267,0.866829908859803,0.42644711557116066,-0.2536585021137271,0.7783361222210288,0.7587721140307864,0.43851794801544797,-0.015507268942185681,0.011633955463092871,-0.5865266025052289,-0.5791113101704694,0.010033774185862487,-0.14410023413671746,-0.34197186224363463,0.7776450743376262,-0.9212380453462208,-0.36964542668594225,0.5467689089260477
-0.17449795194765516,0.34396110004775027,-0.2613743766850586,0.38826842685846064,-0.5494921582146621,-0.5617242822132671,0.6135850540825132,-0.53471891857674,-0.18661053020313934,-1.0,0.18815870680970614,-0.7152131714135015,0.36252412148925894,0.48959620631405487,-0.32858441922510406,-0.45104288374002766,-0.19548870564773557,0.20434983001355822,0.38788661172520245,-0.06561709150235806,0.26821348081508134,-0.25395495674675705,-0.0632098512129865,-0.4468728650509449,-0.24215315951891936,-0.8170646622163706,-0.39476530738247906,-0.30099061816061534,-0.3368747363481829,0.7578442644545818,1.0,-0.5459086741702261
-0.19754031878220624,-0.21518558751749528,-0.29026440661309416,-0.09339483797538628,-0.554574358255177,-1.0,-0.6421481522723037,0.9268688826554723,-0.15781614047919956,0.5446689165749092,-0.17912497430448937,-0.155109925602115,0.21779155999696664,0.43237356596490106,0.2491629187562867,-0.4425438562710753,-0.4060719269465488,0.41228234036452927,0.16453907788939248,0.22908948756784153,0.33635500597089174,-0.18726790444863162,1.0,-0.7731752330628061,-0.5755437760200803,0.49732967123662686,-0.5268550946764838,0.21632690952901057,-0.1396755983733592,0.38091340221937786,0.4277439851041025,0.7118557010576774
-0.11311505259308885,-0.12782568380162818,-0.3226173993263819,-0.48607348594845423,-0.6143734182990581,0.2218941371522143,-0.29654751171786986,0.5675942369817002,-0.2428934560658189,1.0,0.3420702482484288,0.4019964601695123,0.24223183753496702,0.3710705935346157,0.7449001094196175,0.2782940938648335,0.39443929963355195,0.8312663933768922,0.4452406737707031,0.09601018980105014,0.7049806906877609,0.31404581261519593,-0.8286677571925392,-0.29146010351829255,0.20133874517037098,-1.0,0.21707620169493635,-0.13321775369400812,-0.3496590032891931,0.10561107023928207,-0.30649543545911595,-0.6598611813418085
