,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,76.4819328830338,84.14380027735331,80.25123239090934,100.58855671173788,72.22006775721805,88.74855914258903,75.95896298930894,86.98580295002496,71.04946944193851,83.63396933594629,67.7454592292486,88.4915584439505,69.90592207583052,89.48370434983264,62.138590586408625,86.26060806614349,77.19792192320057,91.86189207155051,70.33578705506476,92.77489864827778,70.4208546280621,97.7411580910913,74.11784117574874,93.4284648001026,71.24107514453125,94.91091999453842,63.16994755153986,90.35460875086673,68.83021254955399,88.4055663568029,65.07707770869463,97.79998927988699
1,77.06273917102358,89.8346290403763,65.69630622829119,81.11276559502726,74.29459630245823,92.66498495077208,66.3524774500028,90.53962579467162,66.84616432206943,99.41713052382259,67.63848323613739,89.12582542900175,69.35653789446995,94.41386281788235,64.02895821916029,90.40891092044284,72.75357622331204,93.0238311617748,67.17557426352099,93.94194739588455,67.18534896523664,84.0595515002139,72.76152998522726,93.81709124960605,55.59165959365967,94.31698639864652,64.13121801862755,95.34825870339057,64.50017555924912,101.3035582158446,67.83501751560716,98.6443651830777
2,70.15034730043766,82.15429289402738,67.77198016897268,92.93996502702124,67.48845546129306,91.1085222409119,66.45737589455565,92.72851415166879,70.89190251320716,100.66539309152307,70.98805156944886,87.62675786053623,75.84145423362149,94.59618768495072,68.65092630544916,92.88586475126915,71.36716006157663,86.16374666110603,71.3754542224325,90.7632142858966,65.739689143536,79.44882331889039,62.71139858880011,93.00329260998168,69.32134973047029,95.87823084145377,63.27618336336282,91.44808287962623,61.84864488321456,92.41102608249383,57.881163529637845,94.8274919551468
3,71.87822782472115,80.36975611518916,79.15183172137145,83.12520973823004,75.97929308309206,93.47697991647362,59.76087750322358,84.99380710941232,76.7178626483786,98.1742648543958,66.42295897991819,98.48161879367079,61.56340597743383,100.40747556225818,73.29887680323945,89.10529151491467,71.31712910274749,96.03744724889592,74.40102910770409,90.04366305479817,67.06640329110945,85.46436930536385,60.78417296548798,90.56518436214243,66.60248568391192,100.11508478439858,68.39806177374427,91.63600194189547,61.80744885004704,97.06709355729926,60.524927430127946,91.96887350919422
4,66.82298201189208,89.65826574318885,77.2754663908341,91.93062944281546,76.84433284605744,92.38811602862613,73.50266209770982,87.36202365658603,71.1459254622509,93.24065455659073,63.627700126720455,94.89581723120465,77.47868810007667,81.52438736708662,74.18852464646426,86.58260793343234,57.40110037060772,91.96490285146866,59.64293025260308,98.36556296393007,68.21773448480964,97.75943562553233,66.197287772119,91.7017034374826,64.489231215536,88.93913117623173,62.30739486207062,91.36930553703657,71.1524911305705,92.47557052318685,57.6851762418041,92.62472460922793
5,71.25123317551717,91.65394208417928,76.90802495746799,86.7717228481838,68.97489975668681,89.38023071443047,74.25270280580516,95.45442619247552,70.7304339458155,80.01199736299381,67.62369793712794,96.1463935436786,73.40699067406955,93.38036958355997,69.93136248944272,84.77665212701231,64.98841252493334,93.35623822433237,71.48871194486455,83.4227277035994,70.3141107321708,92.26339549676574,72.61719395445901,94.9476261137119,66.55946577419449,86.9686987612349,62.70049143640031,97.8485766939015,69.28080776315691,94.85965082250837,67.97615433826516,106.24696688989047
6,75.85671631596048,82.65211124305257,74.80141250189537,93.05185247936576,66.21023462501441,87.66743036264197,66.13089919271624,92.7905976090483,80.13475632237669,94.53756533538072,61.435535723067574,95.13667451295501,59.98437825815476,96.70434003446218,68.21488555805773,86.00400852753403,68.55810996796527,95.45880486476631,67.83262155386132,92.33054635177982,77.2449797835611,86.39734832086475,71.25518440407203,92.7260860396413,75.27159290931925,97.65878739603959,65.21845161181967,86.41111961546537,63.51240560298794,105.70930534801083,62.95083090213538,96.50970352049904
7,69.41739515444537,87.78066140404975,66.40089115721426,92.11339077198906,76.9131111033038,84.50753920894094,74.19083486582083,78.45565387192687,65.56260661476352,81.94868703076826,78.07547625428307,89.78403325347386,70.44738870002652,92.20806695065967,72.16677377667772,89.64210127025764,77.16185447893024,92.26355811806029,63.833556012015805,85.67131729168283,65.73305492284155,91.6009957995494,67.89290168269449,89.57075570475062,62.35681020998152,98.27120369999031,63.13843597619511,92.3136952116343,62.80791593845542,95.41282539573783,57.704788933905434,90.0084936208523
8,75.00565835693968,95.12496169458453,71.20502480899076,93.25285554115713,74.21887903813615,79.75783011466073,71.84366868399073,90.56438973916904,66.67522148110481,91.37797636519706,66.12447940261902,102.24130365221761,73.55831266282789,84.58753671552921,64.19718681957845,95.86317576032431,70.39564565563813,91.72446655800225,72.1325847878531,93.33966551400303,77.95716202178771,86.75791992057084,66.67694790020771,97.82037260558884,70.91766055660806,89.89154684272323,62.27266807640504,90.82856711836655,62.59404883763324,95.23018704658288,65.21851543226728,98.5249033221395
9,64.07798671117898,90.23173057779641,80.3010017715121,88.20816274373905,76.03299725234247,81.34012076639894,74.70975004001087,87.18241146841932,76.10277784551698,89.49707839225691,76.42486821554265,97.231012409924,71.51106211952876,93.83350841729651,62.64945623456704,95.07057229472728,66.64907559119281,87.6568860660153,61.347975009925236,97.83974666471028,67.5605314745412,94.618102322106,64.78816334258073,96.8699063634063,64.39269049807257,89.2844769641236,65.42812402274464,101.07585950485375,63.44917771094508,90.31486817437253,56.673731693666454,91.74554441922197
