T1 New,T2 New,T3 New,T4 New,T5 New,T6 New,T7 New,T8 New,T9 New,T10 New,T11 New,T12 New,T13 New,T14 New,T15 New,T16 New,T17 New,T18 New,T19 New,T20 New,T21 New,T22 New,T23 New,T24 New,T25 New,T26 New,T27 New,T28 New,T29 New,T30 New,T31 New,T32 New,Class
0.7630111207605446,0.5616295880922622,0.7966230387773112,0.3688605126306441,-0.2317329620655956,-0.1624973703854175,0.1827055734866263,-0.5181206887737713,-0.0894236167648434,0.8256693232217658,-0.0247168010385484,0.557985582335071,-0.5618896831942489,0.3954279797636386,-0.1994593044472575,0.271704529959331,-0.5107870516011532,0.5117848848728739,0.4633448782206908,-0.0618322002488658,0.6498051676816934,-1.0,-0.3055717624489689,0.6415054055083416,0.1835931612288803,-0.238723433315527,0.373858694162001,1.0,0.6354253666294907,-0.8036054661242517,-0.2645556936986427,-0.7371595150655659,1
0.6797076631609422,0.229694001421598,0.1432651873310102,-0.0526478342066115,-1.0,0.3061696440188419,0.3188371430470529,0.0974609604065519,0.1363616074861913,0.1608318795265126,0.5403859768722057,0.2417566889912967,0.8943330682598665,0.4191966659759247,-0.7052802610636553,-0.3216319500067113,1.0,-0.050416113773587,-0.1818087998866058,0.3121261694842701,0.7982754467304041,0.6621651024749984,0.2611203633575933,0.8909724895206523,0.4250218092234252,0.1116064284522104,0.7764317845600974,0.4498838125568289,-0.3996148906987724,-0.1208312845337665,0.8078533473323428,0.0342370127510158,1
-0.3688433554866321,1.0,-0.6748286156562652,0.0149912845430317,0.3791399625746894,-0.1646075759706021,-0.0436731041893855,-0.3341301172744512,-1.0,-0.5254704148870607,-0.0505141485997159,-0.1841017277158038,-0.0047843743075834,0.2593698013154331,-0.2506857153606521,0.3268742833540508,0.0532382086451346,-0.791134950944916,-0.3192711450478253,-0.0929374060855038,0.2093585415812353,-0.7957147038574696,-0.3051136782927056,0.3160719604946211,-0.0393033091971478,-0.853527819278034,-0.5064344132678784,0.2097443910026013,-0.0045250618559664,-0.6160381673142119,-0.1452609977589546,-0.6246249011126142,1
0.3206222229594788,-0.4015202298427529,0.322401114090211,0.2384852183784824,-0.0122906786594673,-0.3180231560709028,-1.0,-0.415680750725966,0.0398511939615511,-0.0799158269637189,0.5128410258239273,-0.2760054505653333,-0.1397043035278163,1.0,-0.0202466491444183,0.026939392178084,-0.285965538112606,-0.2136547245992275,-0.3405726437643974,-0.2212286201604958,0.478812790141162,-0.1684629605541986,0.648641654114289,-0.4712603647849548,0.0701795005722356,0.1030756416891045,0.5689119914370353,-0.869978520927303,-0.2335285575009753,-0.0615043804546932,0.4996887071474067,-0.180471663467148,1
0.3071022217658887,0.2251587131698518,0.346473538579944,-0.1583613781728726,0.1868881127869737,0.0411067220217542,0.5998403145663851,-0.2275208168251464,-0.7919754150935217,-0.1799581385527998,-0.7467818176868564,-0.1284937538661179,0.0462855360146363,0.1566356651198965,1.0,-0.3077116353930944,-0.2023832831831727,0.5062348650482311,-0.6456811421911295,-0.1132441459698753,-0.5475406776446196,-0.8901135545686601,-0.4305697994409531,-0.3580170880840723,0.0273756506279179,0.3798886874027483,-0.447094142344581,-1.0,-0.5796329887719673,-0.0764209162776535,0.2290347768828795,-0.1100944522445496,1
-1.0,0.1400187944368633,-0.1175971170545425,0.7571163783633785,-0.2414620139145461,-0.073979990692836,0.6127938431407338,0.097317324262129,-0.1506863527788283,-0.4294010998814906,-0.3154890723468326,0.1230750657473929,0.1963507992596751,-0.6249708590289789,0.5421791869518853,-0.2320383195211193,-0.5780105125359379,0.2281194988661063,-0.0248833731881532,-0.6720897930060423,0.0057970653718779,-0.2326199337186545,0.3683124106773587,0.5909642944693514,0.2078454944493035,0.504874129463621,0.7632226223625571,1.0,-0.7049614057967271,0.885602816309875,-0.0845014840091549,0.187717117336265,1
-0.1108045895702979,-0.3320312033827438,1.0,0.0726499558775946,-0.1612388634214819,-1.0,-0.2866767438495837,0.1298582672189061,-0.55202403601765,0.4914072470780648,0.3904338813349688,0.006717026829023,0.0864696057043812,0.1283166862808749,0.0287671492862604,0.399267220610753,0.1673235675574058,-0.2673532005484195,-0.1197627106658055,-0.2070431738142495,-0.472270374443653,0.232671934889117,0.187394687533104,0.1510004192906577,-0.1041798863709334,0.0402537825945321,0.293951096847086,-0.0343037922779431,-0.3078342359668787,0.4305738730958179,0.2687846550975485,0.1987212722665099,1
-0.763217499445576,1.0,-0.0703650959792571,-0.032057700706743,0.1785204369798527,-0.2078967549127912,-0.9582845211521503,0.2592466416778378,-0.8465625520665456,0.191840444044163,0.9523567064256028,-0.3309798726959083,-0.3196166368850098,0.2642313826210736,-0.3711313637586079,0.1419302024259321,-0.5043616064799485,0.3668447101704173,-1.0,0.746128837738296,-0.3090005349667176,-0.0890876659559671,-0.3710232281187597,0.2435811285877236,-0.4815491016766444,-0.4928674124518996,-0.2581839026425109,0.2516353007103515,-0.7200852356167072,-0.5650715281707575,0.1025220028222875,-0.426762455195635,1
-0.077059401262342,-1.0,0.2760110790915691,-0.0047289513290913,0.268064194139713,0.1563119483843931,-0.250485653803422,-0.6488239442421668,0.7822071141589986,0.618046329181247,0.0610719332793805,0.1786490079520799,-0.5396495723295864,-0.5820168522519396,-0.8915193288691375,-0.1229856418745941,0.7133946958095918,-0.1781440335681282,-0.366166891417607,1.0,0.4808283824353188,-0.180110187446889,-0.1741818239857073,-0.5852994313610336,0.0167208105243164,-0.1975088375979874,-0.9885800532168272,-0.2361997268844731,0.3730913836836538,0.7629504543853205,0.2375109318652009,0.400894024760748,1
-0.4521043736418901,0.2823228785987421,0.4604209734609059,0.6876856982854929,0.7802953262922923,-0.3873325257753633,0.4259225719812289,0.622018353325777,-0.3000206606596235,-0.113200083907842,0.5590867853665062,0.4018263090817884,-0.6788670249226778,-0.4402739652183618,-0.0918964678630677,-1.0,-0.5619288798910156,0.9775009728882368,-0.0560517470107397,0.3709848096570733,-0.2042582585403942,-0.6501080956841152,1.0,0.5162721942712345,-0.622872404926205,-0.0006155087144047,0.8235701791298073,-0.6984167027593027,0.0343396354354947,-0.1951134158530478,-0.049294949029223,-0.3528306386703146,1
